,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Aspect_5deg,BulkDensity_5min,ClayPercentage_5min,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon_5min,PhCaCL_5min,Slope_5deg,IsDomesticated
Oreotragus_oreotragus,0.618665596,0.77619968,0.996347889,-0.953363843,0.20409908,0.698923003,-0.851826167,0.393448408,0.587958776,0.237129718,0.74789837,-0.21403065,-0.162319974,-0.276818347,0.167165087,-0.14819694,-0.28612504,-0.074225207,-0.254704464,0.042063555,0.259500908,0.419728586,0.701322341,0.459532295,-0.734502079,-0.968582623,-0.1368069,0.568648842,0.602260008,0.808703496,0.10126614,0.98902381,0.645663732,0.406487824,-0.251394958,0.48463696,0.500159455,0.638491549,-0.410135211,0.347213141,0.433682859,FALSE
Oryx_beisa,1.065831563,1.394428559,2.169496955,-1.397204468,0.763180135,1.199535758,-1.195385609,0.905027431,0.981407763,0.660930643,1.227138606,-0.29240995,0.171935084,-0.532312495,1.174172742,-0.237051502,-0.555782352,-0.157853414,-0.540124551,-0.312147531,0.529341088,1.585850644,1.571288644,0.728043579,-1.027878705,-1.408256367,-0.135165587,1.178587585,1.195262787,1.285294517,0.376160133,1.118478477,2.042224891,1.157103174,-1.665767457,0.844608125,1.159358958,1.216236226,-0.361087615,0.796219761,-0.246419933,FALSE
Oryx_gazella,0.775376078,1.550559583,0.978849983,-0.852652782,0.573539167,0.678391621,-0.584413826,0.772069457,0.596056908,0.53747634,0.814309244,-0.600483682,-0.398381308,-0.627358271,1.167580243,-0.403157476,-0.65630044,-0.400606671,-0.580855666,0.244012055,0.632776052,-0.133570771,1.11021129,1.051376095,-1.227587559,-0.881837113,-0.418022597,0.782727145,0.810394071,0.940595644,0.330752865,1.109029141,0.944825613,0.442604374,-0.026807046,0.9483984,1.108263834,0.78234525,-0.462558429,0.307556878,-0.357978283,FALSE
Oryx_leucoryx,1.106601784,0.34471928,0.300084917,-0.523634647,1.251992256,0.973566274,-0.561790322,0.151667098,1.363997392,1.372111516,0.940557558,-0.915912089,-0.82887422,-0.639433387,1.402714502,-0.875779965,-0.679612692,-1.11413785,-0.364685756,0.905236258,0.857671607,-0.87981331,1.022880798,1.512058844,-1.484508147,-0.539030461,-0.551769706,1.234928806,1.2500396,0.902650438,1.476276513,1.084910207,0.610999073,1.777144328,0.483842116,1.14957855,-0.519108602,1.05868365,-0.454418421,0.723875147,-0.319849961,FALSE
Ourebia_ourebi,1.345137499,0.624782223,1.133298392,-1.179832601,1.331593725,1.318972995,-0.996490055,1.107515368,1.176865603,1.346981303,1.377795776,0.287678201,1.047501047,-0.637546508,1.406317235,0.964360992,-0.656855439,-0.474215963,1.417449454,0.165221505,0.732202936,0.051782817,1.504436659,0.904901812,-0.579055799,-1.170254616,0.111875412,1.560529412,1.566599363,1.325782025,1.408786525,1.118478477,1.863860488,1.293694975,-1.257540156,0.974647124,0.550901483,1.507205589,-0.350612316,0.011930163,-0.465582164,FALSE
Ovibos_moschatus,-1.531851812,-1.527734421,-1.119520327,0.92835047,-1.796502633,-1.239605987,0.584641399,-1.397463087,-1.482659295,-1.665846445,-1.310315977,-0.703145276,-0.65625772,-0.385251089,0.048280888,-0.674460238,-0.437681727,-0.615554939,-0.469468716,0.220741389,-0.245425082,-0.810085392,-1.431371438,0.001510037,0.307149615,0.854864594,-0.492300704,-1.130227266,-1.069573596,-1.297220815,-1.44474568,-1.420019588,-0.932662935,-1.048192866,-0.855208732,-1.781041279,-1.45942202,-1.546092832,0.594131104,0.531047862,-0.026376476,FALSE
Ovis_ammon,-0.731105316,0.437962926,-0.51054157,0.61728853,-0.72254318,-0.819959026,0.687441967,-0.479004426,-0.840089916,-0.745902285,-0.750056157,-0.698339274,-0.564857233,-0.552645627,0.826942678,-0.594138933,-0.565096999,-0.414397167,-0.523463977,0.084792515,0.17944523,-0.001729057,-0.668519227,0.529020922,-0.809712318,0.626040695,-0.498795615,-0.929071194,-0.926072924,-0.69768175,-0.83157858,-0.891200836,-0.840419388,-0.932222271,0.475819525,-0.462339578,0.034468373,-0.851658163,-0.263576356,0.719192339,0.890681618,FALSE
Ovis_aries_orientalis,-0.02731542,0.332087342,-0.333522503,0.138489943,0.183160707,-0.06825128,0.214302763,-0.8735957,0.533031097,0.073976646,-0.066154849,-0.757173971,-0.718053376,-0.564480321,0.051300323,-0.73999044,-0.574960362,-1.000607206,-0.264560999,-0.277744831,0.335032555,0.417113544,-0.029480369,1.123016754,-1.184690594,0.175069264,-0.513880756,-0.205002307,-0.29873989,-0.097981548,-0.009715794,-0.289863026,-0.389830258,0.710256121,0.83761827,0.360668656,-0.722598816,-0.248744025,-0.359933694,0.886800394,0.872596545,TRUE
Ovis_canadensis,0.160810936,1.283707691,0.24109908,-0.252226696,0.359197541,0.187464572,-0.031913938,-0.540800228,0.450569823,0.127939503,0.225248347,-0.508567485,-0.609821628,-0.181774575,-0.492669065,-0.612756156,-0.160109663,-0.553871009,-0.150148163,-0.261475508,0.738055303,-0.157042932,0.278088895,0.577291161,-0.740455759,-0.254856119,-0.418587928,-0.033919476,-0.068101018,0.289245701,-0.130987104,0.061765382,-0.07442611,0.755662201,0.761682893,0.607849679,-0.227974478,-0.021006778,-0.393747306,0.431772694,1.629726116,FALSE
Ovis_dalli,-1.053885914,-0.419512955,-0.717449632,0.530791326,-1.178834706,-0.849761121,0.434790958,-0.937967334,-0.577480756,-1.240113168,-0.877884919,-0.34970618,-0.373023515,-0.053701574,-0.361216779,-0.366839793,-0.067162778,-0.093196333,-0.204144144,-0.243945835,0.412146089,-0.621739616,-1.108488413,-0.602891177,0.702508924,0.514638188,-0.379203895,-1.075965787,-1.04366619,-0.892838301,-1.347105344,-1.297018574,-0.926859819,-0.697642709,0.015387938,-1.030002549,-0.613988499,-1.254684134,-0.225141746,0.452658562,1.936794769,FALSE
Ozotoceros_bezoarticus,0.7040674,0.896182313,0.834559106,-0.80793486,0.527148574,0.724569853,-0.679351384,0.763844529,0.538799055,0.506045079,0.762134856,0.3499108,0.275417814,0.042139819,-0.180033782,0.306980294,0.055913566,0.764254912,-0.183246527,-0.018056864,-0.265729249,0.071383166,0.769288927,-0.113735156,-0.232452302,-0.821499535,0.164715916,0.684339572,0.714738393,0.818578838,0.379654285,0.873010504,0.488722439,0.058122994,0.336972585,0.841703755,1.263415378,0.683644001,-0.283733634,-0.244504567,-0.493665854,FALSE
Pecari_tajacu,0.933240751,0.26199104,1.097664985,-0.958002077,0.677888886,0.999386598,-0.96878082,0.97987961,0.900046615,0.774497146,0.979229249,1.117379389,1.157705618,0.379495045,0.075853308,1.123439533,0.488810957,0.702947978,0.916222412,-0.119989149,0.254260581,0.733369902,0.848462447,0.012618028,0.221090815,-0.977262354,1.145384995,0.99827092,1.012701488,0.975168473,0.776463183,0.99235492,0.930541955,0.936718656,-0.550397115,0.547213334,0.677786996,0.963602858,-0.086975347,-0.08561591,0.205343378,FALSE
Pelea_capreolus,0.386603775,0.532659841,0.742365057,-0.856337473,-0.042521106,0.560445617,-0.816169719,-0.267443708,0.649150872,-0.036950054,0.562792857,-0.193114884,-0.341722953,0.049750438,-0.693067771,-0.3140568,0.037013194,-0.396025912,0.130432306,-0.21962489,0.283190287,0.540266389,0.309130308,0.249313761,-0.563415918,-0.872703407,-0.162021151,0.251274246,0.27322624,0.597373439,-0.201535517,0.704469816,0.098808799,0.85340565,0.269916196,0.32899813,-0.577606566,0.377114247,-0.40877663,0.427297275,0.646380146,FALSE
Phacochoerus_aethiopicus,1.006352544,0.593743474,1.547040604,-1.247337194,0.649610299,1.118445056,-1.154589489,0.808053545,0.929084328,0.668826164,1.128936601,0.217548206,0.435181631,-0.349771396,0.465166924,0.357290124,-0.27021191,0.011781514,0.36643916,0.006836694,0.539004971,0.659356776,1.163994212,0.253441668,-0.508323287,-1.249668165,0.242154584,1.098237033,1.117143301,1.136151323,0.569483192,1.113220796,1.526929349,0.933435335,-1.324745254,0.55528868,0.680616995,1.117786417,-0.350653299,0.025870702,-0.194344468,FALSE
Phacochoerus_africanus,1.139736852,0.707536603,1.172180701,-1.143698601,0.973015471,1.13577675,-0.970183124,0.959322279,0.988502506,0.996117012,1.203214011,0.165216632,0.704559307,-0.520625154,1.076062937,0.627130119,-0.517165083,-0.181442884,0.477711127,-0.014357072,0.568993321,0.390093487,1.308901184,0.63581927,-0.608902861,-1.140621551,0.069902389,1.279773499,1.293639106,1.215134835,0.98221103,1.1085761,1.627282543,1.010687712,-1.116793953,0.804199632,0.695572809,1.270338806,-0.346361976,0.081717418,-0.361741807,FALSE
Philantomba_maxwellii,1.149463841,-0.618095199,1.816587333,-1.421018345,0.589687266,1.410933678,-1.6048974,0.995312175,1.096783131,0.793795771,1.300220415,3.474349521,2.930287103,2.29399289,-0.510012921,2.531261514,3.120590982,1.922426444,3.356438501,0.541998815,-0.065215574,1.711660039,0.915179468,-1.312170931,1.675584462,-1.435286869,3.523268185,1.293777096,1.307253869,1.192525731,0.852855498,1.118478477,1.439785457,0.946440735,-1.689691712,0.234316396,0.339411433,1.297394585,-0.216565252,-1.503469273,-0.474995701,FALSE
Philantomba_monticola,0.832737121,-0.048472667,1.727880584,-1.338105178,0.16730885,1.073931193,-1.403329136,0.579713312,0.815840181,0.321797877,1.041428154,0.839435617,0.489751409,0.511020124,-0.51580927,0.549501535,0.726381662,0.650283611,0.756524964,0.006482625,0.134792161,0.861165405,0.754124723,-0.78640144,0.258307554,-1.358574056,0.88475418,0.861557074,0.887035156,1.043495155,0.293859767,1.115316249,1.220654614,0.598264938,-1.477560385,0.015247675,0.45671221,0.937760169,-0.142393887,-0.696659178,0.259224078,FALSE
Potamochoerus_larvatus,0.7323536,-0.041152278,1.082496957,-1.110837166,0.13296592,0.895573856,-1.174498733,0.491556881,0.683755195,0.317984351,0.886550602,0.117951797,0.133002509,0.026392923,-0.130394431,0.126753406,0.040969265,0.311979077,-0.207377225,-0.140715229,0.28897356,0.645623475,0.569905993,-0.062915839,-0.332979706,-1.127554146,0.207471622,0.724339864,0.75362801,0.90599955,0.350606341,1.118478477,0.722118862,0.271935902,-0.760108504,0.072277687,0.238621618,0.809380732,-0.222860358,0.055544355,-0.017600053,FALSE
Potamochoerus_porcus,1.167986857,-0.552893109,1.769808183,-1.402449572,0.642787743,1.412285364,-1.572516826,1.014306342,1.1133872,0.835716529,1.306268382,2.991459891,2.584570658,1.728857199,-0.391611003,2.254719025,2.43965179,1.592995568,3.036552332,0.469936909,0.025722815,1.446765874,0.951829414,-1.023254997,1.39204188,-1.415447634,3.0195348,1.318417827,1.331210409,1.20055539,0.895318491,1.118478477,1.462322017,0.977238277,-1.670113402,0.276293849,0.375521571,1.317895394,-0.23276977,-1.243911043,-0.431973375,FALSE
Procapra_picticaudata,-0.828752607,0.749312816,-0.053133128,-0.109018104,-1.464615946,-0.691258613,0.027223291,-1.077548017,-0.721863354,-1.461221989,-0.55409898,-0.355709115,-0.083399524,-0.559894957,1.061938348,-0.098027064,-0.572522415,0.373573569,-0.543818524,0.286938299,-0.032975957,-0.168399545,-0.779599963,-0.398078243,-0.148528705,-0.113472754,-0.321509255,-1.029199725,-0.997691507,-0.399064284,-1.636331044,-1.384332231,-0.696589425,-0.876879213,-0.410312939,-1.033937271,-0.460367941,-1.246534761,-0.099291113,0.425552699,0.807729459,FALSE
Pseudois_nayaur,-0.750436393,0.538842441,-0.09925325,-0.109095954,-1.273669836,-0.58332902,-0.001387514,-0.947097996,-0.508109606,-1.309503856,-0.493834219,-0.642309516,-0.519658028,-0.548255187,0.255675901,-0.55062732,-0.529964345,-0.359451505,-0.483659531,-0.046650409,-0.127286382,-0.034442723,-0.688273579,0.604885124,-0.732861178,-0.080950195,-0.445851366,-1.044528864,-1.01084722,-0.41564041,-1.488108779,-1.320157597,-0.643208988,-0.717514842,-0.292451352,-0.86656964,-0.385292,-1.12350607,-0.110267835,0.114519771,2.556084752,FALSE
Pudu_puda,-0.107800581,-0.106502944,0.579423963,-0.830121632,-0.733839074,0.348257874,-0.963886851,-1.500880103,0.468969943,-0.791119027,0.21552612,0.968288875,0.992733629,0.776573541,-0.275799292,0.976307777,0.908829621,-0.259188294,2.224439908,-0.023796671,-0.405021065,-0.04538728,-0.316834289,-0.324550376,1.311376353,-0.84959817,0.605726808,-0.424437831,-0.64750785,0.14175242,-1.081551538,-0.541186779,-0.481732234,0.848213879,0.330695623,-0.190295006,-1.896926429,-0.194726794,0.141322799,-0.668801356,1.822034977,FALSE
Rangifer_tarandus,-0.712420477,-1.553229369,-0.580763041,-0.350401817,-1.542359983,-0.203285578,-0.709696177,-1.409331723,-0.314858769,-1.369038623,-0.35351487,0.513441012,-0.005676273,1.143700034,-1.169174905,0.06940866,1.131721609,0.445980655,0.65188704,-0.550010834,0.449018464,-0.903700715,-1.184220007,-2.070714266,2.019844803,-0.387354981,0.179976082,-1.060582095,-1.042660882,-0.419803279,-1.385044661,-1.405626541,-0.896060555,-0.641033434,-0.47216947,-1.389207366,-1.488125669,-1.042312774,-0.278128658,-1.071624625,1.52233394,TRUE
Raphicerus_campestris,0.814672757,1.252306216,0.854430477,-0.843944084,0.598022888,0.714234724,-0.619048741,0.823611583,0.629943241,0.607198522,0.837863812,-0.374646627,-0.214189297,-0.518547816,0.755380555,-0.192202885,-0.543822609,-0.06445495,-0.496259229,-0.103271488,0.516223041,-0.148324889,1.035915699,0.658403215,-0.995130838,-0.864602953,-0.300616776,0.836365463,0.862543032,0.948084529,0.472262527,1.099271281,0.892817861,0.41496267,-0.093641366,0.882103248,1.083351513,0.82942475,-0.449419021,0.327276835,-0.369992315,FALSE
Raphicerus_melanotis,0.480154226,-0.077345341,0.741862466,-0.950715419,-0.053472059,0.715802442,-1.041874121,-0.422185652,0.807421112,0.049261874,0.664057631,-0.133248478,-0.252304451,0.087761252,-0.482237084,-0.206726625,0.042121059,-0.702580917,0.578748288,0.370304487,0.381748091,-0.097134516,0.220453302,0.478771133,-0.451642938,-0.974196701,-0.068775376,0.378085148,0.416987633,0.658464966,-0.010800866,1.031200976,0.064583293,1.060156808,0.141891265,0.110090657,-1.125797839,0.528357542,-0.335547908,-0.275486362,0.76452941,FALSE
Raphicerus_sharpei,0.955213257,0.829311992,0.885195156,-0.950772138,0.702101047,0.884289206,-0.791171946,1.047429852,0.745003563,0.76377227,0.973406941,-0.149604855,0.109536592,-0.523181182,0.869906834,0.173677135,-0.533199924,0.348122176,-0.525649076,-0.131238174,0.514326785,-0.003766611,1.084173083,0.473183343,-0.815465733,-0.956535139,-0.168430931,1.028415275,1.049260261,1.054855407,0.721924199,1.118478477,1.057139111,0.463533348,-0.410102647,0.82263974,1.277907815,1.031335006,-0.410153173,-0.023501091,-0.317117605,FALSE
Redunca_arundinum,0.831991538,0.68257268,0.798926817,-0.943066287,0.497947638,0.794926377,-0.797217132,0.851828515,0.645386671,0.558919722,0.885038696,0.069626347,0.203262487,-0.212829554,0.495397562,0.255113039,-0.252453003,0.488434775,-0.387918018,-0.508097874,0.474576384,-0.192338925,0.876632295,-0.047432828,-0.496562458,-0.957055319,-0.024747597,0.86048357,0.879124413,0.96340866,0.471721744,1.076247428,0.870527118,0.295260396,-0.46780762,0.563862032,0.99881246,0.881180395,-0.384997101,0.070310453,-0.364006056,FALSE
Redunca_fulvorufula,0.585837965,0.73630935,1.164770004,-1.02678702,0.068679934,0.69644252,-0.935764883,0.387541568,0.515202862,0.120096805,0.746782486,0.002520982,0.072615147,-0.217697473,0.061168186,0.032766667,-0.218472482,0.407422669,-0.350597908,0.076723052,0.397319937,0.535807406,0.684883912,-0.069890763,-0.524893333,-1.037944833,-0.01493093,0.523342802,0.555497908,0.805467583,-0.008912037,0.979627906,0.768560719,0.254862126,-0.628220316,0.266098206,0.692622931,0.596197766,-0.369785198,0.253394795,0.306502288,FALSE
Redunca_redunca,1.356236179,0.62789341,1.196175945,-1.201251506,1.337460718,1.342711125,-1.026108956,1.117445124,1.197436407,1.346112597,1.390790201,0.305433623,1.022207788,-0.632311387,1.35413573,0.973533878,-0.651606793,-0.450040419,2.087853742,0.242804855,0.735019343,0.013521116,1.517232352,0.911713366,-0.568315429,-1.19516428,0.134853187,1.574485839,1.580168267,1.299073351,1.406699681,1.118478477,1.801319302,1.325367413,-1.260320124,0.97442151,0.553349678,1.498694893,-0.369214505,0.316261916,-0.490809501,FALSE
Rhinoceros_unicornis,1.012755332,-0.072134666,0.239235499,-0.644246607,0.81644993,0.867335248,-0.693486484,1.278120167,0.682056304,1.004929903,0.881987187,1.917137672,3.562739196,-0.481603646,1.472657047,3.491326273,-0.351195464,3.936411703,-0.418630524,-0.100207228,0.229055022,0.45851838,0.690159746,0.547776933,1.125376393,-0.687564997,0.784918514,1.108991965,1.127599605,0.882625505,1.099038418,1.118478477,0.678612345,0.085964933,-0.303866347,0.283497248,0.610996284,0.953640414,-0.273381192,-0.337449953,0.399107216,FALSE
Rucervus_duvaucelii,1.069204032,0.094110657,0.155230992,-0.672173948,1.129029922,0.893474112,-0.52846345,1.184846983,0.780935589,1.183350036,0.957664609,1.431140688,2.855347012,-0.465113972,1.563582355,2.724366672,-0.276156675,1.732765109,-0.381061846,0.674798856,0.734116712,1.25230823,0.820635201,0.565461911,0.681709565,-0.624670803,0.505049737,1.182425064,1.198993712,1.000375204,1.369961972,1.118478477,0.881941698,0.444269006,-0.266843264,0.712413704,0.287994275,1.058273501,-0.36043542,0.311692431,-0.272090355,FALSE
Rupicapra_pyrenaica,-0.374402624,-1.364792593,-0.316208095,-0.544426804,-1.113578029,0.117645574,-0.884512934,-1.319166469,0.106924702,-0.964874161,-0.037601808,0.829067239,0.131797541,2.085992984,-1.470348004,0.144044397,2.08312243,0.407050314,0.825070224,-0.153785568,-0.473960878,0.142169118,-0.798379929,-1.717576833,1.775274003,-0.583388627,0.409887984,-0.85403352,-0.924193425,-0.095024371,-0.903228409,-0.974246838,-0.617829406,-0.265461284,-0.48326464,-1.214692164,-0.951666966,-0.55436745,-0.043375477,-0.744028788,2.321383011,FALSE
Rupicapra_rupicapra,-0.420255694,-1.435752348,-0.44622855,-0.459781777,-1.173083952,0.029472429,-0.798844843,-1.866984349,0.27360781,-1.013262086,-0.119356207,0.97067444,0.147328697,2.241762438,-1.48781717,0.240930032,2.225827061,0.561316877,1.117017624,0.197565869,-0.434465769,0.066828634,-0.856939094,-1.845286233,1.871441391,-0.48078984,0.445975898,-0.868544708,-0.915965614,-0.191784844,-0.948182583,-0.999984516,-0.682283772,-0.018858114,-0.441888565,-1.125155329,-1.901604938,-0.675888404,0.051245122,0.517272068,2.44393764,FALSE
Rusa_timorensis,0.623184236,-0.773389817,0.542585107,-0.93570174,-0.026969646,0.832414278,-1.188871862,0.603804057,0.552369732,0.285598408,0.750826589,1.046118673,0.671999347,1.311732569,-0.78245171,0.758595413,1.343211417,1.472854206,0.698441299,-0.425085607,0.413768891,0.487022933,0.173630265,-1.254702175,0.945377479,-0.956008688,0.816873065,0.574505445,0.607145717,0.699187736,0.454974732,1.010865911,0.241526903,0.033584012,-0.321679653,-0.124294,0.25338762,0.650817318,-0.308106686,-0.441144126,0.359578959,FALSE
Rusa_unicolor,1.019880341,-0.205966723,0.60362347,-0.903810819,0.848894942,1.009226482,-0.872223344,0.973873536,0.910541797,0.946298033,1.010454684,1.179047206,2.225529325,-0.146131761,1.188106461,1.952546354,0.004303596,0.983085922,0.05053122,0.005435863,0.419612263,0.678094761,0.773380361,0.232576515,0.493452542,-0.871810818,0.844982537,1.116847395,1.129928606,1.002723489,1.10746427,1.058762292,0.977635787,0.736871971,-0.695648505,0.438290348,0.16422881,1.040953341,-0.320294236,-0.008716796,0.507630926,FALSE
Sus_barbatus,1.151349304,-1.292045479,2.373938264,-1.501368781,0.346439478,1.494838838,-1.880023436,0.980516275,1.100132876,0.716138244,1.320282088,2.688388496,1.548080523,4.237630293,-1.28022794,1.607469246,4.212637064,1.790609689,2.951418979,-0.083483937,-0.32316188,0.356711195,0.640114666,-2.267522681,1.582045129,-1.520575924,4.230171361,1.295172088,1.308610127,1.189757451,0.948977306,1.118478477,1.242847316,0.714982754,-1.903426679,-0.299298113,-0.007338449,1.307498967,-0.070477217,-1.046993821,-0.08115062,FALSE
Sus_cebifrons,1.177848129,-1.199535112,1.95623671,-1.447338147,0.468187619,1.485162954,-1.787803315,1.017598515,1.106081496,0.810138873,1.323168383,2.257796845,1.587020172,1.282363204,-0.556918865,1.689128027,1.407196342,1.468712121,1.425776495,-0.286273299,-0.221816645,0.715228361,0.671332558,-0.710795357,1.396061211,-1.45162515,3.122558644,1.331441076,1.343872046,1.2021142,1.052449212,1.118478477,1.124576143,0.780630444,-1.633032242,-0.119411762,0.114447735,1.347358593,-0.131051884,-0.540239888,1.308508661,FALSE
Sus_scrofa,0.161086424,-0.997918731,-0.426053207,-0.258910014,-0.053425341,0.337507113,-0.50946755,-0.186098319,0.145614912,0.084563965,0.209565168,-0.143342821,-0.432181064,0.494976739,-1.207257507,-0.420741191,0.497933516,-0.300259291,0.094129115,-0.221043275,0.045688902,0.378402517,-0.355606299,-0.225280249,-0.041210106,-0.268572955,-0.199335249,-0.103135367,-0.272443024,0.101321713,0.167948418,0.001221303,-0.526795318,-0.346152756,0.409262795,-0.231871911,-0.413461395,-0.063810675,0.079481505,0.559404596,-0.028340155,TRUE
Sylvicapra_grimmia,1.278892287,0.608661236,1.176321624,-1.181762115,1.206906909,1.271479356,-1.010152567,1.041663239,1.123844151,1.225644768,1.326824407,0.288485387,0.947620688,-0.568994476,1.248930518,0.863887745,-0.568551502,-0.424380808,1.041500669,0.035304696,0.688364195,0.295414576,1.436211868,0.768422067,-0.549799038,-1.173359769,0.138918753,1.469739895,1.478330768,1.300113796,1.256520107,1.112714869,1.824739995,1.221316102,-1.270691359,0.901119321,0.571743097,1.438436786,-0.338268303,-0.142907659,-0.416316991,FALSE
Syncerus_caffer,1.103460975,0.6005902,1.306675319,-1.200331493,0.863394022,1.148123375,-1.058332535,0.901344316,0.977730725,0.89350852,1.196398988,0.244690972,0.695344627,-0.394522989,0.862044001,0.593115003,-0.357509669,-0.069042921,0.432486087,0.064286135,0.473830999,0.514150917,1.255423554,0.490231866,-0.524579811,-1.196747405,0.184709713,1.230356288,1.245594046,1.203509703,0.868215543,1.115915799,1.636372159,0.995632017,-1.25017658,0.688665894,0.65363787,1.236615379,-0.327307165,-0.006145741,-0.310480943,FALSE
Tapirus_bairdii,1.074140397,-0.219815907,1.365709549,-1.268788388,0.596983103,1.23691355,-1.355287885,0.965320739,1.036435371,0.746856139,1.178512527,2.679584563,2.683603622,1.046484731,0.000293664,2.663047949,1.190843136,1.784888907,1.376696214,-0.145594637,-0.343482491,1.089952963,0.910739436,-0.527974132,1.186382987,-1.274685848,2.215687699,1.190353075,1.206701588,1.14421071,0.794215943,1.118478477,1.204393827,1.001254205,-1.11334105,0.377423265,0.538006218,1.210894762,0.201267598,0.06136632,0.320797992,FALSE
Tapirus_pinchaque,0.060450518,-0.718258283,2.319747122,-1.485064857,-1.240563821,0.665993384,-1.738189579,-0.736258977,0.338238906,-1.061424206,0.546864718,1.274212293,0.509985984,2.345197668,-1.280053802,0.571475605,2.353315776,1.014314907,1.394475589,-0.284615024,-1.714845203,-0.088025452,-0.062606926,-2.148588074,1.364668177,-1.507968407,1.993292224,-0.193711796,-0.183674976,0.498311957,-1.176529975,0.071148458,0.608459111,0.20865662,-2.026032588,-1.080051531,-0.688110248,0.042809143,0.984677359,-0.395282639,2.240692706,FALSE
Tapirus_terrestris,0.820263968,0.622108796,0.828445841,-0.910067409,0.548965897,0.838292065,-0.82530734,0.713673215,0.702126358,0.635275207,0.885170381,1.520442939,0.80639535,2.1416464,-1.166453856,0.751438563,2.525741451,1.558967465,1.12185481,1.315897161,-0.456688839,-0.177232384,0.875348367,-1.812244272,0.796486765,-0.903205111,0.674026571,0.841130454,0.867175715,0.91614567,0.590245546,1.118478477,0.559661061,0.392556813,0.191049483,0.914372784,1.261081804,0.879884536,-0.339025635,-0.829253543,-0.337142221,FALSE
Taurotragus_oryx,0.763123071,0.743290158,1.470196279,-1.169580002,0.289358013,0.885800598,-1.059774697,0.570869054,0.691446119,0.30143482,0.922287105,0.008103895,0.200410345,-0.333593322,0.455495543,0.102467257,-0.271007538,0.186104361,-0.344965158,0.001830399,0.32354545,0.596592611,0.957255227,0.230194169,-0.609788281,-1.182057992,0.091569513,0.765347667,0.790887935,0.96871044,0.138222045,1.077136503,1.196716056,0.587884773,-1.025472956,0.422156843,0.706275716,0.817264427,-0.291260083,-0.00958646,-0.061662645,FALSE
Tayassu_pecari,1.106670242,-0.476963979,1.560646138,-1.325333687,0.588259434,1.312338245,-1.467065525,0.997176966,1.039248665,0.772143228,1.226475973,2.291583346,2.086752587,1.250959792,-0.328336376,2.030689228,1.434687793,1.099360208,2.102709823,-0.077518905,0.013210419,0.840106407,0.881636392,-0.718239974,1.076596863,-1.339051398,2.372452919,1.235213245,1.250316141,1.154820076,0.825843809,1.118478477,1.217921793,0.885664238,-1.196241198,0.335011356,0.485307033,1.240226528,-0.063042862,-0.612314089,-0.311788142,FALSE
Tragelaphus_angasii,0.9244603,0.287015886,0.864641275,-0.991311499,0.524778945,0.933787664,-0.975314263,1.031357203,0.732053123,0.707295613,0.97287942,-0.00777984,-0.021552223,-0.113779212,0.029576073,0.003379721,-0.123223846,0.534863713,-0.32940105,-0.379230649,0.601228065,-0.200370573,0.814826247,-0.130636825,-0.568370189,-1.004457413,-0.022428946,0.987352173,1.009337344,1.020831373,0.779982254,1.118478477,0.77809597,0.209085315,-0.316208231,0.579672814,1.153124513,1.019696606,-0.414611752,0.212419545,-0.348770096,FALSE
Tragelaphus_buxtoni,0.11171204,0.504513292,1.947327141,-1.434660597,-0.906723114,0.540115389,-1.345506286,-0.676971539,0.349774823,-0.922007543,0.569686934,0.572746448,0.382189354,0.075119168,-0.45806082,0.36938171,0.34836427,0.576643576,0.258626052,-0.26213441,0.352971321,1.922041306,0.266477443,-0.562543174,0.386999478,-1.458140613,0.601980309,-0.124633932,-0.071772616,0.633886254,-1.218084217,0.260249711,0.928341229,0.396952577,-2.008722716,-0.675960953,-0.324878203,0.093760907,-0.283259834,0.048101281,1.892123275,FALSE
Tragelaphus_eurycerus,1.153770748,-0.636150687,1.839521357,-1.422337111,0.590658546,1.418904893,-1.615488242,0.998154419,1.101227422,0.79915453,1.302360337,3.524659226,3.014141486,2.370082086,-0.496635193,2.555823741,3.208075806,1.907091086,3.392996406,0.562446869,-0.048408572,1.720537772,0.91251012,-1.346517374,1.676967677,-1.435739824,3.616381984,1.299730144,1.313041621,1.192464885,0.863405542,1.118478477,1.435349317,0.943557376,-1.688721917,0.230439788,0.339635047,1.303130668,-0.220245549,-1.506120837,-0.509048583,FALSE
Tragelaphus_imberbis,1.005543971,0.923303445,1.958573646,-1.358674531,0.619146377,1.172990941,-1.251020276,0.836746609,0.922469591,0.5809117,1.165718999,-0.140562635,0.300164397,-0.48913406,0.9949092,-0.079689585,-0.508479831,0.010182944,-0.508845532,-0.629764913,0.55056732,1.299240175,1.350108476,0.53622489,-0.856958576,-1.366776603,-0.007492267,1.096279004,1.115239641,1.187814511,0.374644803,1.118478477,1.774309717,0.958693081,-1.530085199,0.647091763,0.963030866,1.138523557,-0.36891107,0.211080198,-0.128196581,FALSE
